order_id,product_id,category,quantity,price
O001005,P0444,Elektronik,2,2403549
O001005,P0499,Kecantikan,4,2180244
O001006,P0276,Rumah Tangga,1,1940370
O001007,P0436,Elektronik,2,1633124
O001007,P0484,Elektronik,3,128557
O001008,P0113,Elektronik,2,2106051
O001009,P0240,Makanan & Minuman,4,2607125
O001009,P0135,Fashion,2,41464
O001009,P0459,Elektronik,1,636045
O001009,P0493,Elektronik,1,2328526
O001010,P0092,Makanan & Minuman,1,488703
O001011,P0259,Rumah Tangga,3,2644646
O001011,P0140,Makanan & Minuman,5,1649371
O001012,P0247,Fashion,5,64230
O001012,P0090,Rumah Tangga,4,263063
O001012,P0059,Kecantikan,3,538499
O001013,P0014,Makanan & Minuman,3,1523213
O001014,P0414,Kecantikan,1,1149792
O001014,P0494,Elektronik,2,2925973
O001014,P0326,Elektronik,4,182750
O001014,P0128,Elektronik,3,558262
O001015,P0416,Rumah Tangga,4,119048
O001015,P0283,Rumah Tangga,5,909355
O001015,P0164,Kecantikan,2,615435
O001015,P0176,Rumah Tangga,4,786558
O001016,P0042,Fashion,4,796018
O001016,P0216,Kecantikan,4,2220750
O001016,P0044,Kecantikan,1,514308
O001017,P0200,Fashion,3,1235484
O001017,P0476,Makanan & Minuman,5,1933026
O001017,P0484,Elektronik,1,128557
O001018,P0108,Elektronik,2,1719351
O001018,P0298,Makanan & Minuman,2,667501
O001018,P0234,Kecantikan,2,700732
O001019,P0448,Fashion,1,1408613
O001019,P0461,Kecantikan,2,1673271
O001019,P0394,Fashion,4,1222593
O001020,P0346,Fashion,5,2435805
O001021,P0470,Fashion,4,103627
O001021,P0399,Elektronik,5,832068
O001021,P0398,Elektronik,3,2751919
O001022,P0315,Fashion,4,2838027
O001022,P0401,Kecantikan,4,2739108
O001022,P0126,Kecantikan,4,767606
O001022,P0343,Rumah Tangga,3,1571744
O001023,P0087,Rumah Tangga,3,2426014
O001023,P0341,Elektronik,3,1043558
O001023,P0178,Rumah Tangga,5,1009333
O001024,P0483,Makanan & Minuman,3,187697
O001024,P0009,Makanan & Minuman,5,2348531
O001025,P0383,Rumah Tangga,2,2290453
O001025,P0285,Rumah Tangga,1,162174
O001025,P0258,Kecantikan,3,2905935
O001026,P0182,Makanan & Minuman,1,334258
O001026,P0448,Fashion,5,1408613
O001026,P0308,Fashion,3,233605
O001027,P0186,Makanan & Minuman,4,1818297
O001028,P0205,Kecantikan,5,2323021
O001028,P0481,Fashion,2,1656305
O001028,P0354,Elektronik,4,2341942
O001028,P0405,Fashion,3,2404934
O001029,P0251,Elektronik,1,1988888
O001030,P0344,Fashion,1,2481485
O001031,P0458,Rumah Tangga,4,1147943
O001031,P0027,Elektronik,3,2303565
O001032,P0131,Rumah Tangga,4,2283604
O001032,P0006,Rumah Tangga,3,1534060
O001033,P0251,Elektronik,5,1988888
O001034,P0133,Rumah Tangga,3,2355982
O001035,P0242,Makanan & Minuman,1,2330016
O001035,P0028,Fashion,1,378663
O001035,P0321,Rumah Tangga,2,2084478
O001035,P0171,Fashion,3,1921391
O001036,P0220,Elektronik,4,1588044
O001036,P0367,Fashion,5,2950862
O001036,P0442,Elektronik,4,2116083
O001037,P0280,Elektronik,3,373308
O001038,P0255,Kecantikan,5,294798
O001038,P0206,Makanan & Minuman,3,1777945
O001038,P0456,Elektronik,1,2427199
O001038,P0313,Elektronik,2,2930997
O001039,P0466,Fashion,5,1550345
O001040,P0402,Fashion,3,706388
O001041,P0107,Rumah Tangga,5,2656630
O001041,P0260,Makanan & Minuman,5,1128065
O001042,P0302,Elektronik,1,2117677
O001042,P0086,Makanan & Minuman,3,2412993
O001042,P0361,Makanan & Minuman,1,1206744
O001043,P0229,Rumah Tangga,2,560929
O001043,P0075,Rumah Tangga,2,2080945
O001044,P0280,Elektronik,3,373308
O001044,P0461,Kecantikan,2,1673271
O001045,P0047,Makanan & Minuman,2,1898748
O001045,P0361,Makanan & Minuman,2,1206744
O001045,P0212,Makanan & Minuman,2,1933071
O001045,P0081,Fashion,3,1024193
O001046,P0280,Elektronik,1,373308
O001046,P0462,Rumah Tangga,2,643029
O001047,P0220,Elektronik,1,1588044
O001047,P0060,Kecantikan,5,2974893
O001048,P0231,Elektronik,5,355196
O001048,P0106,Kecantikan,1,1572617
O001048,P0138,Rumah Tangga,5,1115313
O001048,P0389,Makanan & Minuman,3,311810
O001049,P0104,Kecantikan,1,885551
O001049,P0062,Fashion,2,2502882
O001050,P0159,Makanan & Minuman,3,1955460
O001050,P0074,Elektronik,2,316092
O001051,P0277,Rumah Tangga,1,1734008
O001051,P0415,Makanan & Minuman,2,1098058
O001051,P0033,Fashion,2,1209914
O001052,P0252,Makanan & Minuman,4,310948
O001052,P0246,Makanan & Minuman,3,826350
O001053,P0201,Kecantikan,3,232597
O001054,P0383,Rumah Tangga,4,2290453
O001054,P0385,Kecantikan,1,2229728
O001054,P0307,Makanan & Minuman,4,1938214
O001055,P0162,Elektronik,4,1924149
O001055,P0094,Elektronik,4,889563
O001055,P0299,Makanan & Minuman,3,421544
O001056,P0335,Elektronik,1,2787272
O001056,P0094,Elektronik,5,889563
O001057,P0026,Rumah Tangga,5,711818
O001058,P0176,Rumah Tangga,4,786558
O001058,P0084,Makanan & Minuman,5,657388
O001059,P0228,Elektronik,3,243088
O001059,P0442,Elektronik,2,2116083
O001060,P0078,Kecantikan,3,1544039
O001060,P0424,Kecantikan,5,1987140
O001060,P0399,Elektronik,4,832068
O001061,P0304,Fashion,5,2180380
O001061,P0460,Rumah Tangga,1,1628264
O001061,P0060,Kecantikan,4,2974893
O001062,P0437,Rumah Tangga,3,1348631
O001062,P0242,Makanan & Minuman,2,2330016
O001062,P0330,Makanan & Minuman,1,2984960
O001063,P0244,Kecantikan,5,1924841
O001064,P0142,Makanan & Minuman,2,1984812
O001064,P0211,Makanan & Minuman,1,1976952
O001064,P0038,Kecantikan,5,1423122
O001065,P0421,Rumah Tangga,2,2653409
O001066,P0364,Kecantikan,1,1772055
O001066,P0060,Kecantikan,3,2974893
O001066,P0267,Rumah Tangga,2,2572414
O001067,P0247,Fashion,2,64230
O001067,P0034,Elektronik,5,1478347
O001067,P0342,Fashion,4,2912748
O001068,P0122,Fashion,3,472290
O001068,P0229,Rumah Tangga,2,560929
O001069,P0296,Elektronik,1,123121
O001069,P0060,Kecantikan,5,2974893
O001069,P0048,Kecantikan,5,1203946
O001070,P0142,Makanan & Minuman,5,1984812
O001070,P0164,Kecantikan,1,615435
O001070,P0116,Kecantikan,1,112084
O001070,P0464,Fashion,2,267432
O001071,P0270,Kecantikan,3,1165353
O001071,P0044,Kecantikan,5,514308
O001071,P0041,Elektronik,2,2613908
O001072,P0162,Elektronik,1,1924149
O001072,P0408,Makanan & Minuman,1,2483193
O001073,P0493,Elektronik,2,2328526
O001073,P0047,Makanan & Minuman,1,1898748
O001074,P0376,Fashion,1,840921
O001074,P0268,Elektronik,2,2784153
O001074,P0077,Elektronik,1,2340791
O001074,P0289,Kecantikan,4,1016401
O001075,P0072,Rumah Tangga,1,1945382
O001075,P0489,Elektronik,4,1024317
O001075,P0036,Makanan & Minuman,5,767019
O001075,P0471,Rumah Tangga,3,1097781
O001076,P0039,Fashion,3,2589494
O001076,P0411,Kecantikan,3,2012992
O001076,P0064,Fashion,4,1179848
O001076,P0124,Kecantikan,1,622838
O001077,P0254,Makanan & Minuman,2,802511
O001078,P0419,Elektronik,2,529117
O001078,P0379,Kecantikan,2,1403463
O001079,P0073,Elektronik,3,1003744
O001079,P0071,Makanan & Minuman,3,1576547
O001079,P0116,Kecantikan,3,112084
O001080,P0323,Fashion,4,495126
O001081,P0226,Fashion,1,61704
O001081,P0034,Elektronik,3,1478347
O001081,P0223,Makanan & Minuman,2,1988018
O001081,P0293,Makanan & Minuman,2,402249
O001082,P0390,Kecantikan,2,353852
O001083,P0311,Elektronik,2,2795549
O001083,P0137,Elektronik,1,2216098
O001083,P0111,Kecantikan,2,1092380
O001084,P0188,Elektronik,1,2764856
O001084,P0181,Kecantikan,1,2318630
O001085,P0219,Makanan & Minuman,4,68235
O001085,P0124,Kecantikan,3,622838
O001085,P0321,Rumah Tangga,3,2084478
O001086,P0262,Makanan & Minuman,5,1639628
O001086,P0202,Elektronik,3,823913
O001086,P0498,Rumah Tangga,3,822619
O001086,P0386,Kecantikan,2,2236665
O001087,P0384,Makanan & Minuman,4,2601515
O001087,P0036,Makanan & Minuman,3,767019
O001087,P0432,Kecantikan,5,2465140
O001087,P0467,Kecantikan,2,1120253
O001088,P0051,Kecantikan,3,2577061
O001088,P0011,Kecantikan,4,1465274
O001089,P0354,Elektronik,3,2341942
O001089,P0141,Fashion,5,800602
O001089,P0257,Makanan & Minuman,5,672078
O001090,P0408,Makanan & Minuman,3,2483193
O001090,P0206,Makanan & Minuman,3,1777945
O001090,P0203,Fashion,3,1292601
O001091,P0290,Elektronik,1,2188085
O001092,P0141,Fashion,1,800602
O001093,P0173,Kecantikan,4,1742745
O001093,P0033,Fashion,2,1209914
O001093,P0073,Elektronik,2,1003744
O001093,P0394,Fashion,3,1222593
O001094,P0305,Kecantikan,2,434296
O001094,P0023,Elektronik,5,2790382
O001094,P0356,Makanan & Minuman,1,1306923
O001095,P0406,Elektronik,2,2168199
O001095,P0308,Fashion,4,233605
O001095,P0464,Fashion,1,267432
O001095,P0327,Fashion,2,598284
O001096,P0482,Elektronik,4,1179781
O001096,P0382,Kecantikan,2,2857095
O001097,P0275,Elektronik,2,1965135
O001097,P0146,Fashion,3,1298379
O001097,P0488,Kecantikan,2,1252495
O001098,P0447,Kecantikan,5,2796726
O001098,P0178,Rumah Tangga,4,1009333
O001098,P0304,Fashion,5,2180380
O001099,P0460,Rumah Tangga,5,1628264
O001099,P0014,Makanan & Minuman,3,1523213
O001099,P0285,Rumah Tangga,4,162174
O001100,P0284,Kecantikan,3,2142039
O001101,P0206,Makanan & Minuman,2,1777945
O001101,P0069,Kecantikan,1,1660946
O001101,P0278,Elektronik,3,852064
O001101,P0380,Elektronik,1,802055
O001102,P0049,Kecantikan,5,2753128
O001102,P0310,Kecantikan,4,1717199
O001102,P0389,Makanan & Minuman,2,311810
O001103,P0101,Makanan & Minuman,1,1201657
O001103,P0065,Kecantikan,4,1124930
O001104,P0370,Makanan & Minuman,3,1320042
O001104,P0122,Fashion,3,472290
O001104,P0369,Kecantikan,2,504989
O001104,P0178,Rumah Tangga,4,1009333
O001105,P0139,Rumah Tangga,1,1180132
O001106,P0495,Makanan & Minuman,5,1432296
O001106,P0340,Kecantikan,1,2270241
O001106,P0234,Kecantikan,2,700732
O001107,P0243,Rumah Tangga,2,2010066
O001107,P0101,Makanan & Minuman,3,1201657
O001107,P0358,Elektronik,1,2032780
O001108,P0376,Fashion,3,840921
O001108,P0304,Fashion,1,2180380
O001108,P0280,Elektronik,4,373308
O001109,P0259,Rumah Tangga,3,2644646
O001109,P0455,Kecantikan,1,1042007
O001110,P0015,Makanan & Minuman,4,2529363
O001110,P0352,Fashion,3,1901988
O001110,P0161,Kecantikan,4,173334
O001110,P0203,Fashion,1,1292601
O001111,P0307,Makanan & Minuman,3,1938214
O001112,P0309,Makanan & Minuman,5,592122
O001112,P0065,Kecantikan,4,1124930
O001113,P0060,Kecantikan,4,2974893
O001113,P0072,Rumah Tangga,3,1945382
O001113,P0046,Fashion,5,2224895
O001113,P0184,Elektronik,2,1647634
O001114,P0232,Kecantikan,2,2790086
O001114,P0177,Rumah Tangga,2,1989016
O001114,P0019,Rumah Tangga,3,1458729
O001115,P0065,Kecantikan,5,1124930
O001115,P0215,Elektronik,2,372195
O001115,P0350,Fashion,1,559603
O001115,P0048,Kecantikan,2,1203946
O001116,P0180,Makanan & Minuman,4,908504
O001116,P0438,Fashion,3,611104
O001116,P0084,Makanan & Minuman,5,657388
O001117,P0234,Kecantikan,2,700732
O001117,P0287,Makanan & Minuman,3,1991872
O001118,P0135,Fashion,4,41464
O001118,P0359,Fashion,3,2564206
O001119,P0429,Kecantikan,4,1539284
O001119,P0173,Kecantikan,4,1742745
O001119,P0239,Elektronik,1,901336
O001119,P0279,Rumah Tangga,4,2795321
O001120,P0188,Elektronik,3,2764856
O001121,P0205,Kecantikan,1,2323021
O001121,P0137,Elektronik,4,2216098
O001122,P0394,Fashion,5,1222593
O001123,P0096,Kecantikan,1,262838
O001123,P0431,Fashion,1,59996
O001123,P0164,Kecantikan,5,615435
O001124,P0250,Rumah Tangga,1,2750832
O001124,P0399,Elektronik,3,832068
O001124,P0339,Rumah Tangga,5,1433085
O001124,P0336,Makanan & Minuman,3,997374
O001125,P0057,Elektronik,5,2114135
O001125,P0004,Elektronik,1,1854858
O001125,P0443,Kecantikan,3,2324474
O001126,P0340,Kecantikan,3,2270241
O001126,P0327,Fashion,4,598284
O001126,P0066,Elektronik,5,751000
O001126,P0349,Fashion,5,2395957
O001127,P0190,Makanan & Minuman,4,2224136
O001128,P0009,Makanan & Minuman,2,2348531
O001128,P0117,Elektronik,4,872179
O001128,P0409,Makanan & Minuman,1,2869544
O001128,P0403,Kecantikan,4,1641547
O001129,P0191,Kecantikan,4,1102884
O001129,P0320,Elektronik,4,1605897
O001129,P0326,Elektronik,1,182750
O001129,P0496,Kecantikan,4,2931444
O001130,P0329,Kecantikan,2,1973537
O001130,P0191,Kecantikan,3,1102884
O001130,P0283,Rumah Tangga,4,909355
O001131,P0427,Elektronik,5,787078
O001131,P0152,Fashion,2,949823
O001131,P0083,Elektronik,2,1428170
O001132,P0414,Kecantikan,3,1149792
O001133,P0388,Fashion,1,793086
O001133,P0375,Elektronik,3,1160520
O001133,P0403,Kecantikan,5,1641547
O001134,P0383,Rumah Tangga,2,2290453
O001134,P0082,Kecantikan,2,1391680
O001134,P0037,Rumah Tangga,5,2405553
O001134,P0317,Makanan & Minuman,1,710596
O001135,P0336,Makanan & Minuman,5,997374
O001135,P0169,Makanan & Minuman,3,1339236
O001136,P0452,Kecantikan,1,2080232
O001136,P0102,Fashion,2,2324168
O001136,P0114,Rumah Tangga,2,2957111
O001136,P0187,Makanan & Minuman,2,1131808
O001137,P0483,Makanan & Minuman,2,187697
O001137,P0411,Kecantikan,5,2012992
O001138,P0480,Kecantikan,2,2490263
O001138,P0054,Rumah Tangga,5,1763632
O001139,P0468,Elektronik,3,255401
O001140,P0392,Fashion,3,706383
O001141,P0125,Elektronik,5,351566
O001141,P0081,Fashion,4,1024193
O001141,P0374,Fashion,1,200901
O001142,P0470,Fashion,1,103627
O001142,P0386,Kecantikan,2,2236665
O001142,P0211,Makanan & Minuman,2,1976952
O001143,P0418,Makanan & Minuman,4,944379
O001143,P0199,Kecantikan,4,50098
O001144,P0393,Makanan & Minuman,5,2626530
O001144,P0385,Kecantikan,2,2229728
O001145,P0092,Makanan & Minuman,4,488703
O001145,P0208,Makanan & Minuman,5,2118983
O001145,P0191,Kecantikan,3,1102884
O001146,P0138,Rumah Tangga,4,1115313
O001146,P0218,Fashion,2,541171
O001146,P0263,Elektronik,5,1170967
O001146,P0443,Kecantikan,3,2324474
O001147,P0117,Elektronik,4,872179
O001147,P0453,Fashion,3,1283037
O001147,P0344,Fashion,3,2481485
O001148,P0036,Makanan & Minuman,5,767019
O001149,P0362,Makanan & Minuman,5,1026623
O001149,P0291,Elektronik,1,2413363
O001149,P0309,Makanan & Minuman,4,592122
O001150,P0386,Kecantikan,2,2236665
O001150,P0184,Elektronik,3,1647634
O001151,P0450,Makanan & Minuman,2,1700233
O001151,P0087,Rumah Tangga,3,2426014
O001151,P0199,Kecantikan,1,50098
O001151,P0414,Kecantikan,4,1149792
O001152,P0154,Makanan & Minuman,2,1540847
O001152,P0479,Fashion,1,2673331
O001153,P0372,Rumah Tangga,5,2726591
O001153,P0082,Kecantikan,2,1391680
O001153,P0160,Kecantikan,1,2450977
O001154,P0455,Kecantikan,1,1042007
O001154,P0029,Rumah Tangga,4,2019937
O001155,P0451,Elektronik,4,333662
O001155,P0423,Kecantikan,2,2500717
O001156,P0048,Kecantikan,1,1203946
O001156,P0373,Fashion,3,1266069
O001156,P0088,Makanan & Minuman,4,351743
O001156,P0086,Makanan & Minuman,3,2412993
O001157,P0047,Makanan & Minuman,4,1898748
O001157,P0442,Elektronik,4,2116083
O001158,P0470,Fashion,3,103627
O001158,P0369,Kecantikan,4,504989
O001158,P0153,Fashion,3,2595051
O001158,P0188,Elektronik,2,2764856
O001159,P0148,Makanan & Minuman,4,2877558
O001159,P0344,Fashion,4,2481485
O001159,P0467,Kecantikan,4,1120253
O001159,P0241,Elektronik,2,1874139
O001160,P0268,Elektronik,3,2784153
O001160,P0145,Makanan & Minuman,2,2749839
O001161,P0411,Kecantikan,5,2012992
O001161,P0360,Kecantikan,4,218208
O001161,P0463,Rumah Tangga,4,2331933
O001161,P0074,Elektronik,4,316092
O001162,P0213,Fashion,4,2094931
O001163,P0073,Elektronik,4,1003744
O001164,P0349,Fashion,5,2395957
O001165,P0160,Kecantikan,4,2450977
O001165,P0233,Makanan & Minuman,3,682118
O001166,P0182,Makanan & Minuman,5,334258
O001166,P0208,Makanan & Minuman,5,2118983
O001167,P0108,Elektronik,5,1719351
O001167,P0486,Makanan & Minuman,5,2991181
O001167,P0179,Kecantikan,1,1779025
O001167,P0211,Makanan & Minuman,1,1976952
O001168,P0161,Kecantikan,1,173334
O001168,P0023,Elektronik,4,2790382
O001168,P0449,Fashion,5,2632665
O001169,P0416,Rumah Tangga,1,119048
O001170,P0109,Kecantikan,3,1066290
O001170,P0345,Makanan & Minuman,5,1373018
O001170,P0316,Fashion,3,1656612
O001170,P0413,Elektronik,2,2218925
O001171,P0001,Elektronik,1,612811
O001171,P0083,Elektronik,5,1428170
O001171,P0136,Makanan & Minuman,4,1472012
O001171,P0157,Fashion,5,2598858
O001172,P0297,Fashion,3,1774752
O001173,P0141,Fashion,3,800602
O001174,P0028,Fashion,4,378663
O001175,P0245,Rumah Tangga,3,2102845
O001175,P0284,Kecantikan,4,2142039
O001175,P0180,Makanan & Minuman,3,908504
O001176,P0249,Fashion,1,474984
O001177,P0068,Elektronik,4,2988591
O001177,P0469,Rumah Tangga,1,98147
O001177,P0373,Fashion,3,1266069
O001178,P0266,Makanan & Minuman,1,982645
O001178,P0280,Elektronik,3,373308
O001178,P0017,Fashion,2,471688
O001178,P0477,Kecantikan,5,2173176
O001179,P0367,Fashion,1,2950862
O001180,P0333,Makanan & Minuman,1,1083651
O001181,P0494,Elektronik,5,2925973
O001181,P0291,Elektronik,3,2413363
O001182,P0017,Fashion,2,471688
O001182,P0166,Makanan & Minuman,2,2943950
O001183,P0484,Elektronik,1,128557
O001183,P0107,Rumah Tangga,5,2656630
O001183,P0057,Elektronik,3,2114135
O001183,P0219,Makanan & Minuman,3,68235
O001184,P0484,Elektronik,3,128557
O001184,P0492,Rumah Tangga,4,1043752
O001184,P0194,Rumah Tangga,1,2626630
O001185,P0141,Fashion,2,800602
O001185,P0388,Fashion,3,793086
O001185,P0457,Kecantikan,1,2263693
O001185,P0143,Kecantikan,3,1873057
O001186,P0257,Makanan & Minuman,4,672078
O001186,P0326,Elektronik,5,182750
O001187,P0360,Kecantikan,2,218208
O001187,P0495,Makanan & Minuman,5,1432296
O001187,P0379,Kecantikan,3,1403463
O001188,P0205,Kecantikan,4,2323021
O001188,P0423,Kecantikan,5,2500717
O001188,P0054,Rumah Tangga,2,1763632
O001189,P0471,Rumah Tangga,4,1097781
O001189,P0453,Fashion,5,1283037
O001190,P0167,Rumah Tangga,3,91101
O001191,P0031,Makanan & Minuman,3,322692
O001191,P0406,Elektronik,1,2168199
O001191,P0316,Fashion,2,1656612
O001192,P0162,Elektronik,1,1924149
O001193,P0446,Kecantikan,3,932980
O001194,P0182,Makanan & Minuman,4,334258
O001194,P0359,Fashion,1,2564206
O001194,P0443,Kecantikan,1,2324474
O001195,P0212,Makanan & Minuman,1,1933071
O001195,P0302,Elektronik,1,2117677
O001195,P0368,Fashion,5,1738840
O001195,P0281,Fashion,1,1934249
O001196,P0402,Fashion,2,706388
O001196,P0208,Makanan & Minuman,4,2118983
O001196,P0244,Kecantikan,5,1924841
O001196,P0406,Elektronik,5,2168199
O001197,P0247,Fashion,5,64230
O001198,P0120,Elektronik,1,2371805
O001198,P0058,Makanan & Minuman,5,258418
O001198,P0436,Elektronik,5,1633124
O001199,P0193,Elektronik,4,1667106
O001199,P0288,Fashion,4,2194471
O001199,P0173,Kecantikan,4,1742745
O001200,P0335,Elektronik,1,2787272
O001200,P0057,Elektronik,4,2114135
O001201,P0049,Kecantikan,2,2753128
O001202,P0232,Kecantikan,5,2790086
O001202,P0327,Fashion,1,598284
O001202,P0304,Fashion,3,2180380
O001202,P0198,Elektronik,2,1489863
O001203,P0263,Elektronik,1,1170967
O001203,P0089,Kecantikan,3,2611418
O001203,P0304,Fashion,3,2180380
O001203,P0133,Rumah Tangga,3,2355982
O001204,P0433,Fashion,5,1527793
O001204,P0087,Rumah Tangga,1,2426014
O001204,P0203,Fashion,3,1292601
O001204,P0460,Rumah Tangga,1,1628264
O001205,P0370,Makanan & Minuman,2,1320042
O001205,P0076,Kecantikan,5,1247980
O001206,P0030,Rumah Tangga,5,69847
O001206,P0201,Kecantikan,5,232597
O001206,P0458,Rumah Tangga,3,1147943
O001207,P0385,Kecantikan,3,2229728
O001207,P0413,Elektronik,2,2218925
O001208,P0142,Makanan & Minuman,4,1984812
O001208,P0071,Makanan & Minuman,2,1576547
O001209,P0082,Kecantikan,5,1391680
O001209,P0471,Rumah Tangga,3,1097781
O001210,P0375,Elektronik,5,1160520
O001210,P0074,Elektronik,1,316092
O001210,P0352,Fashion,4,1901988
O001211,P0376,Fashion,1,840921
O001212,P0283,Rumah Tangga,2,909355
O001212,P0362,Makanan & Minuman,4,1026623
O001212,P0028,Fashion,4,378663
O001212,P0396,Makanan & Minuman,4,2697865
O001213,P0086,Makanan & Minuman,5,2412993
O001214,P0256,Makanan & Minuman,5,2744638
O001214,P0175,Rumah Tangga,3,2836702
O001214,P0125,Elektronik,5,351566
O001215,P0467,Kecantikan,1,1120253
O001215,P0082,Kecantikan,4,1391680
O001216,P0295,Fashion,1,681046
O001216,P0017,Fashion,4,471688
O001216,P0227,Elektronik,1,601970
O001216,P0413,Elektronik,3,2218925
O001217,P0111,Kecantikan,4,1092380
O001217,P0041,Elektronik,5,2613908
O001217,P0412,Kecantikan,5,694275
O001217,P0086,Makanan & Minuman,4,2412993
O001218,P0235,Kecantikan,3,843133
O001218,P0124,Kecantikan,5,622838
O001218,P0249,Fashion,4,474984
O001218,P0359,Fashion,3,2564206
O001219,P0027,Elektronik,2,2303565
O001219,P0438,Fashion,3,611104
O001219,P0029,Rumah Tangga,3,2019937
O001219,P0450,Makanan & Minuman,2,1700233
O001220,P0288,Fashion,2,2194471
O001221,P0446,Kecantikan,1,932980
O001221,P0124,Kecantikan,4,622838
O001221,P0235,Kecantikan,3,843133
O001221,P0188,Elektronik,5,2764856
O001222,P0256,Makanan & Minuman,2,2744638
O001222,P0191,Kecantikan,5,1102884
O001223,P0187,Makanan & Minuman,3,1131808
O001224,P0145,Makanan & Minuman,4,2749839
O001224,P0013,Kecantikan,1,90181
O001225,P0181,Kecantikan,4,2318630
O001225,P0321,Rumah Tangga,4,2084478
O001225,P0445,Fashion,4,1162871
O001225,P0233,Makanan & Minuman,3,682118
O001226,P0294,Kecantikan,2,1639796
O001226,P0193,Elektronik,1,1667106
O001226,P0183,Rumah Tangga,2,448359
O001227,P0463,Rumah Tangga,3,2331933
O001228,P0238,Kecantikan,3,1919685
O001229,P0208,Makanan & Minuman,4,2118983
O001230,P0212,Makanan & Minuman,5,1933071
O001230,P0257,Makanan & Minuman,4,672078
O001230,P0098,Makanan & Minuman,4,2935753
O001230,P0455,Kecantikan,4,1042007
O001231,P0027,Elektronik,2,2303565
O001231,P0243,Rumah Tangga,5,2010066
O001231,P0131,Rumah Tangga,1,2283604
O001232,P0034,Elektronik,1,1478347
O001232,P0496,Kecantikan,1,2931444
O001232,P0236,Kecantikan,4,1589685
O001232,P0353,Fashion,4,1492518
O001233,P0193,Elektronik,1,1667106
O001233,P0153,Fashion,4,2595051
O001233,P0030,Rumah Tangga,4,69847
O001234,P0023,Elektronik,1,2790382
O001234,P0115,Elektronik,4,144086
O001235,P0490,Makanan & Minuman,4,1425054
O001235,P0245,Rumah Tangga,1,2102845
O001235,P0199,Kecantikan,4,50098
O001235,P0478,Rumah Tangga,3,2141093
O001236,P0437,Rumah Tangga,1,1348631
O001236,P0278,Elektronik,4,852064
O001236,P0028,Fashion,5,378663
O001236,P0338,Rumah Tangga,4,2133953
O001237,P0005,Makanan & Minuman,4,2832184
O001237,P0136,Makanan & Minuman,3,1472012
O001237,P0297,Fashion,4,1774752
O001238,P0168,Rumah Tangga,3,889343
O001238,P0419,Elektronik,2,529117
O001239,P0124,Kecantikan,4,622838
O001239,P0485,Fashion,5,582670
O001239,P0417,Elektronik,2,2804826
O001239,P0170,Kecantikan,2,1002358
O001240,P0016,Rumah Tangga,1,927528
O001240,P0283,Rumah Tangga,4,909355
O001240,P0087,Rumah Tangga,2,2426014
O001240,P0417,Elektronik,1,2804826
O001241,P0226,Fashion,5,61704
O001241,P0350,Fashion,5,559603
O001242,P0377,Makanan & Minuman,3,367050
O001243,P0203,Fashion,2,1292601
O001243,P0315,Fashion,5,2838027
O001243,P0174,Elektronik,3,2590085
O001244,P0321,Rumah Tangga,4,2084478
O001244,P0010,Rumah Tangga,5,2796914
O001245,P0429,Kecantikan,2,1539284
O001245,P0458,Rumah Tangga,3,1147943
O001245,P0204,Makanan & Minuman,5,1295116
O001246,P0398,Elektronik,4,2751919
O001246,P0138,Rumah Tangga,5,1115313
O001246,P0184,Elektronik,4,1647634
O001247,P0438,Fashion,5,611104
O001247,P0029,Rumah Tangga,1,2019937
O001247,P0343,Rumah Tangga,5,1571744
O001247,P0087,Rumah Tangga,5,2426014
O001248,P0239,Elektronik,1,901336
O001248,P0370,Makanan & Minuman,3,1320042
O001248,P0024,Elektronik,5,605178
O001249,P0500,Elektronik,1,2775440
O001249,P0390,Kecantikan,4,353852
O001250,P0192,Rumah Tangga,3,1348472
O001250,P0353,Fashion,5,1492518
O001250,P0387,Makanan & Minuman,2,2108757
O001250,P0061,Fashion,5,101389
O001251,P0181,Kecantikan,1,2318630
O001251,P0167,Rumah Tangga,5,91101
O001252,P0052,Fashion,1,2371483
O001252,P0312,Elektronik,2,1658132
O001253,P0389,Makanan & Minuman,1,311810
O001253,P0081,Fashion,2,1024193
O001253,P0259,Rumah Tangga,5,2644646
O001253,P0332,Makanan & Minuman,5,436089
O001254,P0015,Makanan & Minuman,3,2529363
O001255,P0353,Fashion,3,1492518
O001256,P0200,Fashion,2,1235484
O001256,P0108,Elektronik,1,1719351
O001256,P0225,Elektronik,5,807003
O001257,P0089,Kecantikan,5,2611418
O001257,P0243,Rumah Tangga,1,2010066
O001258,P0296,Elektronik,1,123121
O001258,P0217,Makanan & Minuman,1,651363
O001258,P0407,Fashion,2,762902
O001258,P0076,Kecantikan,5,1247980
O001259,P0494,Elektronik,1,2925973
O001259,P0230,Fashion,3,2310994
O001259,P0056,Rumah Tangga,1,792516
O001259,P0094,Elektronik,2,889563
O001260,P0334,Elektronik,3,2551311
O001260,P0295,Fashion,2,681046
O001260,P0454,Rumah Tangga,5,1848201
O001261,P0181,Kecantikan,2,2318630
O001261,P0408,Makanan & Minuman,5,2483193
O001262,P0408,Makanan & Minuman,2,2483193
O001262,P0413,Elektronik,4,2218925
O001263,P0266,Makanan & Minuman,5,982645
O001264,P0010,Rumah Tangga,3,2796914
O001264,P0453,Fashion,3,1283037
O001265,P0427,Elektronik,3,787078
O001266,P0441,Elektronik,3,325965
O001266,P0047,Makanan & Minuman,2,1898748
