order_id,payment_method,payment_amount,payment_status
O001570,ShopeePay,1009333,failed
O001571,Kartu Kredit,5864683,success
O001572,Kartu Kredit,16181796,success
O001573,ShopeePay,8581674,success
O001574,Transfer Bank,26398956,failed
O001575,Kartu Kredit,1704128,failed
O001576,Kartu Kredit,9413295,success
O001577,Kartu Kredit,5888048,failed
O001578,COD,14602033,failed
O001579,Kartu Kredit,6027938,success
O001580,Transfer Bank,14071392,success
O001581,COD,4863490,failed
O001582,Kartu Kredit,12271440,success
O001583,ShopeePay,20012457,success
O001584,ShopeePay,5319449,success
O001585,Kartu Kredit,8909867,success
O001586,COD,12420945,success
O001587,Kartu Kredit,16599313,success
O001588,COD,13535313,success
O001589,COD,2321040,failed
O001590,Kartu Kredit,9710634,success
O001591,Transfer Bank,1996669,failed
O001592,Kartu Kredit,12735116,success
O001593,Kartu Kredit,17522872,success
O001594,COD,14391775,success
O001595,Transfer Bank,6326271,success
O001596,Transfer Bank,477471,success
O001597,Kartu Kredit,18307196,success
O001598,COD,11622431,success
O001599,COD,2568112,success
O001600,COD,23555464,success
O001601,ShopeePay,20345076,success
O001602,ShopeePay,582670,success
O001603,ShopeePay,9289914,success
O001604,ShopeePay,8146204,success
O001605,Kartu Kredit,17971420,success
O001606,ShopeePay,9707799,failed
O001607,ShopeePay,10473878,success
O001608,Kartu Kredit,1024317,success
O001609,Transfer Bank,26094818,success
O001610,Kartu Kredit,21598728,success
O001611,Transfer Bank,2243245,success
O001612,Transfer Bank,11676816,success
O001613,ShopeePay,8785184,success
O001614,ShopeePay,8617710,success
O001615,ShopeePay,5396635,success
O001616,Kartu Kredit,18357221,success
O001617,Kartu Kredit,4302706,success
O001618,Kartu Kredit,12488996,success
O001619,Kartu Kredit,163990,success
O001620,Kartu Kredit,16664378,failed
O001621,Kartu Kredit,1202718,success
O001622,Transfer Bank,18514100,success
O001623,COD,4450667,success
O001624,ShopeePay,21138907,success
O001625,COD,7796574,success
O001626,COD,32196553,success
O001627,ShopeePay,12975255,success
O001628,COD,14322146,success
O001629,COD,2283604,failed
O001630,COD,28289670,success
O001631,Kartu Kredit,14169922,success
O001632,COD,10816062,success
O001633,ShopeePay,9548783,success
O001634,COD,1314392,success
O001635,ShopeePay,17412894,failed
O001636,Kartu Kredit,8416738,success
O001637,Kartu Kredit,9300482,success
O001638,ShopeePay,4905924,success
O001639,Transfer Bank,16667328,success
O001640,Transfer Bank,4022756,success
O001641,Kartu Kredit,15115215,success
O001642,Transfer Bank,2883444,success
O001643,COD,12580717,success
O001644,ShopeePay,11498444,success
O001645,ShopeePay,369363,success
O001646,Kartu Kredit,30267696,success
O001647,COD,3086882,success
O001648,Kartu Kredit,9921886,failed
O001649,Kartu Kredit,7755033,success
O001650,COD,19395684,success
O001651,Kartu Kredit,852064,success
O001652,Transfer Bank,14733466,success
O001653,ShopeePay,14950629,success
O001654,ShopeePay,1290768,success
O001655,Transfer Bank,12344174,success
O001656,COD,24998268,success
O001657,Transfer Bank,6240524,success
O001658,COD,18472219,success
O001659,COD,22354475,failed
O001660,Kartu Kredit,23563370,success
O001661,COD,6884949,success
O001662,Transfer Bank,17518292,success
O001663,Transfer Bank,24344047,success
O001664,COD,2331933,success
O001665,ShopeePay,16049669,success
O001666,Transfer Bank,19695730,success
O001667,Transfer Bank,2831428,success
O001668,COD,2243716,success
O001669,ShopeePay,849024,success
O001670,ShopeePay,11177800,success
O001671,COD,840921,success
O001672,ShopeePay,22979945,success
O001673,COD,28142438,success
O001674,Kartu Kredit,25131990,success
O001675,Kartu Kredit,4727732,success
O001676,Kartu Kredit,2102845,success
O001677,Kartu Kredit,5611665,success
O001678,ShopeePay,5394435,success
O001679,ShopeePay,15268665,failed
O001680,COD,2450977,success
O001681,Transfer Bank,5582680,success
O001682,COD,14296657,success
O001683,ShopeePay,11477993,success
O001684,Kartu Kredit,10550360,success
O001685,Transfer Bank,1639628,failed
O001686,COD,6474328,success
O001687,Transfer Bank,3110889,success
O001688,Kartu Kredit,15427779,failed
O001689,COD,11090411,success
O001690,Transfer Bank,651363,success
O001691,Kartu Kredit,2804645,success
O001692,Kartu Kredit,6197752,failed
O001693,Kartu Kredit,20169085,success
O001694,Kartu Kredit,2370639,success
O001695,Kartu Kredit,19262345,success
O001696,COD,19233165,success
O001697,Transfer Bank,12691440,success
O001698,Kartu Kredit,25556850,success
O001699,Transfer Bank,4901954,success
O001700,ShopeePay,2502141,success
O001701,Transfer Bank,1594856,success
O001702,Transfer Bank,3723220,success
O001703,Kartu Kredit,6355716,success
O001704,ShopeePay,8541763,success
O001705,ShopeePay,2420712,success
O001706,COD,3328272,success
O001707,Transfer Bank,8826136,success
O001708,COD,30540256,success
O001709,Transfer Bank,14214673,success
O001710,Kartu Kredit,367376,success
O001711,Kartu Kredit,3869072,success
O001712,Transfer Bank,10365220,success
O001713,ShopeePay,15347308,success
O001714,COD,24092857,success
O001715,COD,13165980,success
O001716,ShopeePay,4284510,success
O001717,ShopeePay,17126174,success
O001718,Transfer Bank,3604971,success
O001719,Transfer Bank,18448135,success
O001720,Transfer Bank,9906567,success
O001721,ShopeePay,8416817,success
O001722,ShopeePay,706383,success
O001723,ShopeePay,1283037,success
O001724,Transfer Bank,6770798,failed
O001725,Transfer Bank,11916792,success
O001726,COD,7764086,success
O001727,Kartu Kredit,9504391,success
O001728,COD,8965773,success
O001729,COD,9848781,success
O001730,COD,4729641,success
O001731,Kartu Kredit,16581351,success
O001732,ShopeePay,5774523,success
O001733,Kartu Kredit,4179318,success
O001734,Kartu Kredit,4611828,success
O001735,COD,11454890,success
O001736,ShopeePay,5895405,failed
O001737,COD,17198199,success
O001738,COD,11781605,failed
O001739,Kartu Kredit,21204150,success
O001740,Kartu Kredit,8276846,success
O001741,ShopeePay,13017628,success
O001742,Kartu Kredit,5951143,success
O001743,COD,16076611,success
O001744,Transfer Bank,13129037,success
O001745,Kartu Kredit,17534919,success
O001746,Transfer Bank,22428244,success
O001747,COD,2168199,success
O001748,ShopeePay,5575284,success
O001749,Transfer Bank,21336370,success
O001750,ShopeePay,15625900,success
O001751,ShopeePay,7452003,success
O001752,ShopeePay,4749115,success
O001753,Transfer Bank,15255515,success
O001754,Kartu Kredit,20835742,success
O001755,ShopeePay,5815284,success
O001756,COD,4177907,success
O001757,Transfer Bank,4643462,success
O001758,Transfer Bank,4893043,success
O001759,Transfer Bank,1580460,success
O001760,Transfer Bank,420458,success
O001761,Kartu Kredit,8931943,success
O001762,COD,8449706,success
O001763,Kartu Kredit,4248521,success
O001764,COD,1984812,success
O001765,ShopeePay,98321,success
O001766,ShopeePay,20445542,success
O001767,ShopeePay,10552315,success
O001768,ShopeePay,3210044,success
O001769,COD,13115889,failed
O001770,COD,10560352,success
O001771,COD,541171,success
O001772,ShopeePay,9523398,success
O001773,ShopeePay,23672115,success
O001774,COD,18254548,success
O001775,COD,11160344,failed
O001776,ShopeePay,9293864,success
O001777,COD,6840042,success
O001778,Kartu Kredit,2397211,success
O001779,ShopeePay,5359486,success
O001780,COD,3081694,failed
O001781,Transfer Bank,12785342,success
O001782,Transfer Bank,7788277,failed
O001783,ShopeePay,21251276,success
O001784,ShopeePay,2330680,success
O001785,Kartu Kredit,11258710,success
O001786,COD,2856340,success
O001787,ShopeePay,8268491,success
O001788,COD,4168956,failed
O001789,Kartu Kredit,17402069,success
O001790,ShopeePay,22244784,success
O001791,Kartu Kredit,28631019,success
O001792,COD,7979726,success
O001793,COD,8479777,success
O001794,ShopeePay,15176948,success
O001795,Kartu Kredit,3930270,failed
O001796,Transfer Bank,14651245,success
O001797,ShopeePay,17379226,success
O001798,COD,25348410,success
O001799,COD,15238173,success
O001800,ShopeePay,21980169,success
O001801,ShopeePay,3328272,success
O001802,COD,1339262,success
O001803,Kartu Kredit,8991090,failed
O001804,COD,5613544,failed
O001805,COD,1993494,failed
O001806,ShopeePay,1380508,success
O001807,ShopeePay,9274520,success
O001808,ShopeePay,15043124,success
O001809,Kartu Kredit,5019813,success
O001810,ShopeePay,4818423,success
O001811,Transfer Bank,8895125,success
O001812,COD,1120695,success
O001813,Transfer Bank,24512058,success
O001814,COD,21504566,success
O001815,COD,2412993,success
O001816,COD,792141,success
O001817,Kartu Kredit,4769055,failed
O001818,COD,34821121,success
O001819,COD,16260904,success
O001820,Transfer Bank,17405817,success
O001821,Transfer Bank,18504460,success
O001822,Transfer Bank,14002923,success
O001823,Transfer Bank,6824386,success
O001824,Kartu Kredit,5441225,success
O001825,ShopeePay,310881,success
O001826,Transfer Bank,22487949,failed
O001827,Transfer Bank,7288326,failed
O001828,Kartu Kredit,21973635,success
O001829,Transfer Bank,22382672,success
O001830,COD,21120877,failed
O001831,Transfer Bank,3283496,failed
O001832,Transfer Bank,21925438,failed
O001833,COD,8108770,success
O001834,Transfer Bank,16252647,success
O001835,Transfer Bank,18430406,success
O001836,Kartu Kredit,24929891,failed
O001837,Kartu Kredit,18448759,success
O001838,ShopeePay,4113095,success
O001839,ShopeePay,8026440,success
O001840,Transfer Bank,17369860,success
O001841,Transfer Bank,14601525,success
O001842,Transfer Bank,409975,success
O001843,COD,22192310,success
O001844,Kartu Kredit,15369775,failed
O001845,COD,10678899,failed
O001846,Kartu Kredit,12591189,success
O001847,ShopeePay,7470789,failed
O001848,COD,229612,success
O001849,COD,9733330,success
O001850,COD,1384865,success
O001851,ShopeePay,2697262,success
O001852,ShopeePay,5437119,success
O001853,ShopeePay,13665098,success
O001854,ShopeePay,13152540,success
O001855,Transfer Bank,7950168,success
O001856,ShopeePay,2589494,success
O001857,Transfer Bank,14155356,success
O001858,ShopeePay,2601515,success
O001859,Transfer Bank,8841868,success
O001860,Kartu Kredit,6401859,failed
O001861,ShopeePay,12046732,success
O001862,Transfer Bank,14294794,success
O001863,ShopeePay,20342424,success
O001864,COD,20130690,failed
O001865,ShopeePay,8205986,success
O001866,COD,13247020,success
O001867,Transfer Bank,8582046,success
O001868,COD,18386978,failed
O001869,COD,19718230,success
O001870,COD,17536437,failed
O001871,ShopeePay,8354239,success
O001872,COD,7134849,success
O001873,ShopeePay,14553245,success
O001874,ShopeePay,2749249,failed
O001875,Kartu Kredit,15079486,success
O001876,Transfer Bank,23421455,success
O001877,ShopeePay,360166,success
O001878,Kartu Kredit,1172637,success
O001879,ShopeePay,13295414,success
O001880,ShopeePay,24410910,success
O001881,Transfer Bank,15349310,success
O001882,Transfer Bank,9443706,success
O001883,COD,12363815,success
O001884,Kartu Kredit,8242493,success
O001885,COD,9977701,success
O001886,Transfer Bank,15970200,failed
O001887,COD,9747836,success
O001888,ShopeePay,128460,success
O001889,Transfer Bank,11079968,success
O001890,Transfer Bank,3605344,success
O001891,COD,6903829,success
O001892,Transfer Bank,21686012,success
O001893,Kartu Kredit,3987140,success
O001894,Kartu Kredit,6651180,success
O001895,ShopeePay,9187414,success
O001896,COD,20146953,success
O001897,ShopeePay,11488479,success
O001898,Transfer Bank,28105062,success
O001899,Transfer Bank,14347720,success
O001900,ShopeePay,9736451,failed
O001901,Kartu Kredit,486522,success
O001902,COD,9786835,success
O001903,COD,6729194,failed
O001904,ShopeePay,13908728,success
O001905,ShopeePay,17580584,success
O001906,COD,9129098,success
O001907,Transfer Bank,13147655,success
O001908,Kartu Kredit,13062525,success
O001909,Kartu Kredit,4600708,success
O001910,ShopeePay,21131790,success
O001911,Kartu Kredit,10154634,failed
O001912,ShopeePay,1000986,success
O001913,ShopeePay,10946398,success
O001914,COD,15657848,success
O001915,Transfer Bank,378663,success
O001916,COD,12756624,success
O001917,ShopeePay,18702552,success
O001918,COD,16697015,failed
O001919,Transfer Bank,12213944,success
O001920,COD,9062016,failed
O001921,Transfer Bank,30596851,success
O001922,Kartu Kredit,525676,success
O001923,Transfer Bank,13648144,success
O001924,Kartu Kredit,11541539,success
O001925,COD,11384312,failed
O001926,Kartu Kredit,9995199,failed
O001927,COD,18458509,success
O001928,Transfer Bank,15215521,success
O001929,ShopeePay,37038148,success
O001930,ShopeePay,3027999,success
O001931,Kartu Kredit,13358882,success
O001932,ShopeePay,34397845,failed
O001933,Transfer Bank,22799136,failed
O001934,ShopeePay,22430334,success
O001935,Transfer Bank,5458615,failed
O001936,ShopeePay,19016329,success
O001937,ShopeePay,6365088,success
O001938,Kartu Kredit,20318778,success
O001939,ShopeePay,2141093,success
O001940,ShopeePay,8154492,failed
O001941,Kartu Kredit,17789827,success
O001942,Transfer Bank,7942354,success
O001943,Transfer Bank,10531747,success
O001944,ShopeePay,1899936,success
O001945,ShopeePay,7025826,success
O001946,Transfer Bank,2135454,success
O001947,Kartu Kredit,15864862,success
O001948,Kartu Kredit,7826798,failed
O001949,COD,11445770,success
O001950,ShopeePay,21529136,success
O001951,ShopeePay,10435720,success
O001952,Transfer Bank,9198675,success
O001953,COD,19776624,success
O001954,COD,12726090,success
O001955,Transfer Bank,22397112,failed
O001956,ShopeePay,11774336,success
O001957,Transfer Bank,2224895,success
O001958,COD,6180070,success
O001959,Transfer Bank,3488613,success
O001960,Kartu Kredit,14942439,success
O001961,Transfer Bank,23039215,success
O001962,ShopeePay,12061185,success
O001963,Transfer Bank,6875928,failed
O001964,COD,5490290,success
O001965,Kartu Kredit,3081782,success
O001966,ShopeePay,13694955,success
O001967,Transfer Bank,26702301,success
O001968,Transfer Bank,2657807,success
O001969,ShopeePay,10875080,success
O001970,Kartu Kredit,20360449,failed
O001971,Transfer Bank,3065775,success
O001972,ShopeePay,9289776,success
O001973,Transfer Bank,23254905,success
O001974,COD,18606159,success
O001975,ShopeePay,5200898,success
O001976,ShopeePay,5441225,failed
O001977,Transfer Bank,8193508,success
O001978,Kartu Kredit,15633129,failed
O001979,Transfer Bank,1809377,success
O001980,COD,25936420,success
O001981,Transfer Bank,13891165,success
O001982,COD,26616765,success
O001983,COD,21467208,failed
O001984,Transfer Bank,2917458,success
O001985,Kartu Kredit,3243800,success
O001986,Transfer Bank,9681816,failed
O001987,Kartu Kredit,13740266,success
O001988,ShopeePay,19271300,success
O001989,COD,1895710,success
O001990,COD,20690558,success
O001991,ShopeePay,20344025,success
O001992,Transfer Bank,766203,success
O001993,COD,5128412,success
O001994,ShopeePay,7115610,success
O001995,ShopeePay,11986497,success
O001996,Kartu Kredit,5593828,failed
O001997,ShopeePay,8663308,success
O001998,Kartu Kredit,18219415,success
O001999,ShopeePay,29065944,success
O002000,COD,11196834,success
O002001,Kartu Kredit,5698250,success
O002002,Transfer Bank,11296766,failed
O002003,Kartu Kredit,2625851,success
O002004,Kartu Kredit,11478176,success
O002005,Transfer Bank,21870368,success
O002006,ShopeePay,2395957,success
O002007,Kartu Kredit,17881050,success
O002008,Kartu Kredit,6990048,failed
O002009,ShopeePay,4045416,success
O002010,Transfer Bank,9788109,success
O002011,COD,3960126,success
O002012,Transfer Bank,12380968,success
O002013,COD,23382802,success
O002014,Kartu Kredit,2722820,failed
O002015,Kartu Kredit,4459456,success
O002016,COD,11701013,success
O002017,Kartu Kredit,17987223,success
O002018,Kartu Kredit,2387355,success
O002019,Kartu Kredit,7391735,success
O002020,Transfer Bank,4123042,success
O002021,ShopeePay,1607124,success
O002022,ShopeePay,1179192,success
O002023,ShopeePay,12495833,success
O002024,Kartu Kredit,12325499,failed
O002025,ShopeePay,5551362,success
O002026,Kartu Kredit,5396838,success
O002027,Kartu Kredit,6648294,success
O002028,Transfer Bank,2407892,success
O002029,ShopeePay,19002711,success
O002030,COD,14690055,success
O002031,ShopeePay,10166864,success
O002032,ShopeePay,12940018,success
O002033,COD,9913055,success
O002034,ShopeePay,2262408,success
O002035,Transfer Bank,1540847,success
O002036,Kartu Kredit,6986195,success
O002037,Kartu Kredit,3512901,success
O002038,COD,2461740,success
O002039,ShopeePay,6386535,success
O002040,Transfer Bank,12042830,success
O002041,Kartu Kredit,1412776,success
O002042,Kartu Kredit,7419432,success
O002043,ShopeePay,9617611,success
O002044,Transfer Bank,7045115,success
O002045,ShopeePay,7581049,success
O002046,Kartu Kredit,21189523,success
O002047,COD,4720528,success
O002048,ShopeePay,15948144,success
O002049,Kartu Kredit,22648514,success
O002050,Transfer Bank,2939436,success
O002051,Kartu Kredit,22440135,success
O002052,COD,4297506,success
O002053,COD,5799213,success
O002054,Kartu Kredit,3839389,success
O002055,ShopeePay,13332481,success
O002056,Transfer Bank,23404043,success
O002057,Transfer Bank,4865700,success
O002058,Transfer Bank,15972725,success
O002059,Kartu Kredit,30934815,success
O002060,COD,16189927,success
O002061,Transfer Bank,1845544,success
O002062,COD,6978498,success
O002063,Kartu Kredit,7208151,success
O002064,COD,8860275,success
O002065,Kartu Kredit,26478437,success
O002066,ShopeePay,20063995,success
O002067,Transfer Bank,2583831,failed
O002068,COD,15168199,success
O002069,ShopeePay,50098,success
O002070,COD,17043002,success
O002071,COD,6798856,success
O002072,Kartu Kredit,1778686,success
O002073,COD,6384036,success
O002074,Kartu Kredit,22784322,success
O002075,Kartu Kredit,1581516,success
O002076,ShopeePay,1425054,success
O002077,COD,9899403,success
O002078,ShopeePay,26529131,success
O002079,Kartu Kredit,369363,success
O002080,ShopeePay,4355801,success
O002081,Kartu Kredit,10522750,success
O002082,Kartu Kredit,4229597,success
O002083,Kartu Kredit,7116100,success
O002084,Kartu Kredit,4074090,success
O002085,COD,7667469,success
O002086,COD,18521399,success
O002087,Kartu Kredit,5593452,success
O002088,Kartu Kredit,16078949,success
O002089,Kartu Kredit,14740837,success
O002090,Kartu Kredit,11259216,success
O002091,Transfer Bank,6253434,success
O002092,COD,19314917,success
O002093,COD,7135346,success
O002094,Transfer Bank,6487534,success
O002095,Kartu Kredit,2303565,success
O002096,Transfer Bank,13986385,success
O002097,COD,10970921,success
O002098,COD,19433941,success
O002099,ShopeePay,23377777,success
O002100,Kartu Kredit,3903690,success
O002101,Kartu Kredit,1097781,success
O002102,COD,14691662,success
O002103,Kartu Kredit,14625500,success
O002104,ShopeePay,16230429,failed
O002105,ShopeePay,10402000,success
O002106,Kartu Kredit,8838975,success
O002107,COD,6952678,success
O002108,COD,10176183,success
O002109,Kartu Kredit,5864752,success
O002110,ShopeePay,28789228,success
O002111,Kartu Kredit,11831246,success
O002112,ShopeePay,1744358,success
O002113,Kartu Kredit,9847858,success
O002114,Transfer Bank,4031638,success
O002115,COD,9619736,success
O002116,COD,2572548,success
O002117,Kartu Kredit,4253435,failed
O002118,COD,5733429,success
O002119,COD,18669577,success
O002120,Transfer Bank,13885319,success
O002121,Kartu Kredit,8579388,success
O002122,Transfer Bank,14095242,success
O002123,COD,11544791,success
O002124,COD,10791460,success
O002125,COD,7956064,success
O002126,COD,10854896,failed
O002127,Transfer Bank,15423194,success
O002128,Transfer Bank,8256712,success
O002129,COD,11567606,success
O002130,Transfer Bank,18707966,success
O002131,ShopeePay,10619102,success
O002132,ShopeePay,16256182,failed
O002133,Transfer Bank,24894567,success
O002134,COD,14469556,success
O002135,Transfer Bank,43894980,success
O002136,ShopeePay,18944100,success
O002137,Kartu Kredit,10613636,success
O002138,ShopeePay,16209977,success
O002139,ShopeePay,5242477,success
O002140,COD,6648294,success
O002141,COD,17147766,success
O002142,Kartu Kredit,31367289,success
O002143,ShopeePay,5467748,success
O002144,ShopeePay,12368765,success
O002145,Kartu Kredit,657388,failed
O002146,COD,2031571,success
O002147,COD,15283859,failed
O002148,COD,872178,success
O002149,Kartu Kredit,10106462,success
O002150,ShopeePay,18351321,failed
O002151,Transfer Bank,14022836,failed
O002152,Kartu Kredit,8870015,failed
O002153,Transfer Bank,5742601,success
O002154,Transfer Bank,3831347,success
O002155,COD,12899573,success
O002156,Transfer Bank,25940190,failed
O002157,Kartu Kredit,26810817,success
O002158,Transfer Bank,6632440,success
O002159,Kartu Kredit,9628137,success
O002160,Kartu Kredit,27539448,success
O002161,COD,20987227,success
O002162,Kartu Kredit,12046475,success
O002163,Transfer Bank,10163900,success
O002164,Transfer Bank,1873057,failed
O002165,Transfer Bank,20284624,success
O002166,Transfer Bank,16396734,success
O002167,Kartu Kredit,11555714,success
O002168,Kartu Kredit,17324648,failed
O002169,COD,15223477,success
O002170,Kartu Kredit,4640846,success
O002171,Kartu Kredit,8525952,success
O002172,ShopeePay,27405240,success
O002173,Transfer Bank,3567960,success
O002174,ShopeePay,11256468,failed
O002175,Kartu Kredit,16125949,success
O002176,ShopeePay,8716492,success
O002177,COD,26506445,failed
O002178,ShopeePay,9296672,failed
O002179,Transfer Bank,9803908,success
O002180,COD,16586974,success
O002181,ShopeePay,29020339,success
O002182,ShopeePay,11673771,success
O002183,Transfer Bank,1004505,failed
O002184,Transfer Bank,8641597,success
O002185,COD,23633599,success
O002186,COD,17339371,success
O002187,COD,3390183,success
O002188,Kartu Kredit,13860152,failed
O002189,Transfer Bank,672078,failed
O002190,ShopeePay,29072241,success
O002191,Kartu Kredit,2454773,success
O002192,Kartu Kredit,15757384,success
O002193,Transfer Bank,4980526,success
O002194,Transfer Bank,12391612,success
O002195,Transfer Bank,11509096,success
O002196,COD,4507059,success
O002197,COD,2238412,success
O002198,COD,13832120,success
O002199,Kartu Kredit,7392804,success
O002200,Kartu Kredit,9901978,success
O002201,COD,11848270,success
O002202,COD,1639628,success
O002203,COD,2267719,success
O002204,ShopeePay,22066236,success
O002205,COD,13819042,failed
O002206,ShopeePay,5597450,success
O002207,Transfer Bank,15678607,success
O002208,ShopeePay,4837809,success
O002209,Kartu Kredit,7291268,success
O002210,Transfer Bank,9598425,success
O002211,ShopeePay,2059100,success
O002212,ShopeePay,2330609,success
O002213,Kartu Kredit,2566004,success
O002214,Kartu Kredit,11094625,success
O002215,ShopeePay,918770,success
O002216,Transfer Bank,17253064,success
O002217,COD,1652700,success
O002218,COD,14888029,success
O002219,COD,14885531,success
O002220,Kartu Kredit,17820159,success
O002221,Kartu Kredit,2102532,success
O002222,Transfer Bank,15956034,success
O002223,ShopeePay,10999356,success
O002224,ShopeePay,11131784,success
O002225,ShopeePay,17930472,success
O002226,COD,6791079,success
O002227,Kartu Kredit,11193533,failed
O002228,Kartu Kredit,2383914,success
O002229,Kartu Kredit,1428170,success
O002230,Kartu Kredit,342036,success
O002231,Kartu Kredit,21296417,success
O002232,Transfer Bank,16433554,success
O002233,COD,2961004,success
O002234,ShopeePay,5711042,success
O002235,COD,14146569,success
O002236,COD,11999379,success
O002237,Transfer Bank,5799078,success
O002238,ShopeePay,13140960,success
O002239,Transfer Bank,12719290,success
O002240,Kartu Kredit,7754215,success
O002241,Kartu Kredit,13377106,failed
O002242,ShopeePay,2847272,success
O002243,ShopeePay,16266398,failed
O002244,ShopeePay,10533475,success
O002245,Transfer Bank,22685696,success
O002246,Kartu Kredit,7933938,success
O002247,ShopeePay,6785460,failed
O002248,COD,2750832,success
O002249,Transfer Bank,6427119,success
O002250,ShopeePay,6641350,success
O002251,Transfer Bank,18132192,failed
O002252,Kartu Kredit,3767869,success
O002253,Transfer Bank,12649679,success
O002254,ShopeePay,272940,failed
O002255,ShopeePay,6078889,success
O002256,ShopeePay,27022898,success
O002257,COD,455505,success
O002258,Kartu Kredit,2243716,success
O002259,ShopeePay,30988288,success
O002260,ShopeePay,20497774,success
O002261,Kartu Kredit,4974396,failed
O002262,Kartu Kredit,9813130,success
O002263,Transfer Bank,14285701,success
O002264,COD,19002010,success
O002265,Transfer Bank,12881758,success
O002266,Kartu Kredit,8437411,success
O002267,COD,9649073,success
O002268,Kartu Kredit,17728918,success
O002269,Kartu Kredit,19145858,success
O002270,Kartu Kredit,13919671,failed
O002271,Kartu Kredit,6637088,success
O002272,Transfer Bank,12889718,success
O002273,Kartu Kredit,29964133,success
O002274,Transfer Bank,4037332,success
O002275,Transfer Bank,8270100,success
O002276,ShopeePay,20366503,success
O002277,Transfer Bank,5268480,success
O002278,ShopeePay,2091664,failed
O002279,COD,17140742,success
O002280,ShopeePay,13366655,success
O002281,ShopeePay,8386647,success
O002282,ShopeePay,15943648,success
O002283,Kartu Kredit,18552977,success
O002284,Kartu Kredit,10901220,success
O002285,COD,9468593,success
O002286,Kartu Kredit,12027803,success
O002287,COD,4617852,success
O002288,Kartu Kredit,12800905,success
O002289,Kartu Kredit,8772992,success
O002290,Kartu Kredit,11983621,success
O002291,Transfer Bank,4643302,success
O002292,Transfer Bank,9465163,success
O002293,Kartu Kredit,4872277,success
O002294,Transfer Bank,5266621,success
O002295,Kartu Kredit,10131667,failed
O002296,Transfer Bank,11851005,success
O002297,Kartu Kredit,1542924,success
O002298,ShopeePay,21307860,success
O002299,ShopeePay,1119924,success
O002300,Transfer Bank,19385305,success
O002301,ShopeePay,15970890,success
O002302,COD,20082045,success
O002303,Kartu Kredit,14996079,failed
O002304,Kartu Kredit,6290468,success
O002305,Kartu Kredit,6555226,failed
O002306,ShopeePay,91101,success
O002307,Transfer Bank,6426117,success
O002308,Transfer Bank,8450174,success
O002309,Transfer Bank,7351282,success
O002310,COD,8179773,success
O002311,ShopeePay,3211794,success
O002312,COD,19707975,success
O002313,Transfer Bank,6388204,success
O002314,Kartu Kredit,15237685,success
O002315,ShopeePay,20638284,success
O002316,COD,22156543,failed
O002317,Transfer Bank,1428170,success
O002318,Transfer Bank,11269391,success
O002319,Transfer Bank,1848201,success
O002320,COD,2419722,success
O002321,Transfer Bank,4334604,success
O002322,Kartu Kredit,654624,success
O002323,ShopeePay,467210,success
O002324,Transfer Bank,16372755,success
O002325,Transfer Bank,4741372,failed
O002326,ShopeePay,19018700,success
O002327,Kartu Kredit,14070102,failed
O002328,ShopeePay,29360216,failed
O002329,COD,19847598,failed
O002330,Kartu Kredit,9294436,success
O002331,Transfer Bank,8899580,failed
O002332,ShopeePay,19632828,success
O002333,Transfer Bank,18253596,success
O002334,ShopeePay,11089570,success
O002335,ShopeePay,12872450,success
O002336,Transfer Bank,4911740,success
O002337,Kartu Kredit,5159377,failed
O002338,Transfer Bank,8610648,success
O002339,Transfer Bank,2764856,success
O002340,Kartu Kredit,9784736,success
O002341,Kartu Kredit,7796574,success
O002342,ShopeePay,6970980,success
O002343,Transfer Bank,18706444,success
O002344,ShopeePay,5900660,success
O002345,ShopeePay,10069078,success
O002346,COD,2988591,success
O002347,Kartu Kredit,10131420,success
O002348,ShopeePay,22537505,success
O002349,COD,29629627,success
O002350,Transfer Bank,12227109,success
O002351,COD,5712680,success
O002352,Transfer Bank,3354494,success
O002353,COD,5397591,success
O002354,Kartu Kredit,7585523,success
O002355,COD,1774752,success
O002356,ShopeePay,4037332,failed
O002357,ShopeePay,5756149,success
O002358,COD,5064276,success
O002359,Transfer Bank,6605870,success
O002360,Kartu Kredit,8252800,failed
O002361,Kartu Kredit,13324041,success
O002362,Transfer Bank,29228275,failed
O002363,ShopeePay,12420945,failed
O002364,COD,7115477,success
O002365,Kartu Kredit,17612390,failed
O002366,ShopeePay,8897698,failed
O002367,Transfer Bank,26161957,success
O002368,ShopeePay,8738244,success
O002369,Kartu Kredit,1418677,success
O002370,Kartu Kredit,9334168,success
O002371,COD,19060802,success
O002372,COD,8099572,success
O002373,COD,6192700,success
O002374,Transfer Bank,19263291,failed
O002375,Kartu Kredit,6244068,success
O002376,COD,5640325,failed
O002377,ShopeePay,622838,success
O002378,ShopeePay,4137874,failed
O002379,Transfer Bank,11292814,success
O002380,ShopeePay,27137236,failed
O002381,Kartu Kredit,4720528,success
O002382,COD,16251932,success
O002383,Transfer Bank,1268100,success
O002384,Kartu Kredit,12766207,success
O002385,ShopeePay,8840389,failed
O002386,Kartu Kredit,6425250,success
O002387,ShopeePay,1523213,success
O002388,ShopeePay,14661384,success
O002389,Kartu Kredit,8360791,success
O002390,Kartu Kredit,6673752,success
O002391,COD,19937944,success
O002392,Transfer Bank,767606,success
O002393,Transfer Bank,1308267,success
O002394,Transfer Bank,3055816,success
O002395,Kartu Kredit,16859502,success
O002396,ShopeePay,9042632,success
