order_id,user_id,order_date,status,estimated_delivery
O003345,U02377,2025-02-19,delivered,2025-02-25
O003346,U01405,2024-07-13,delivered,2024-07-15
O003347,U03255,2025-06-07,delivered,2025-06-11
O003348,U00022,2025-06-21,delivered,2025-06-28
O003349,U03244,2023-11-04,delivered,2023-11-11
O003350,U02486,2025-03-07,delivered,2025-03-14
O003351,U02876,2024-07-09,delivered,2024-07-11
O003352,U03705,2023-11-17,canceled,2023-11-20
O003353,U02986,2024-06-14,delivered,2024-06-19
O003354,U04642,2024-05-17,delivered,2024-05-20
O003355,U00260,2024-06-29,delivered,2024-07-06
O003356,U01423,2025-05-12,delivered,2025-05-16
O003357,U02547,2024-02-26,delivered,2024-03-04
O003358,U01766,2025-02-08,delivered,2025-02-15
O003359,U02888,2025-07-08,canceled,2025-07-12
O003360,U02168,2025-06-15,delivered,2025-06-18
O003361,U04351,2025-03-05,delivered,2025-03-09
O003362,U01860,2024-08-08,delivered,2024-08-10
O003363,U00424,2024-12-23,delivered,2024-12-27
O003364,U02208,2022-11-10,delivered,2022-11-12
O003365,U03028,2022-11-01,returned,2022-11-08
O003366,U00524,2023-01-12,delivered,2023-01-18
O003367,U00900,2024-07-09,canceled,2024-07-14
O003368,U03608,2024-03-21,delivered,2024-03-25
O003369,U04018,2025-05-28,delivered,2025-06-01
O003370,U02040,2023-09-15,delivered,2023-09-17
O003371,U03356,2025-03-11,delivered,2025-03-13
O003372,U02377,2025-04-06,delivered,2025-04-10
O003373,U04954,2024-07-19,delivered,2024-07-22
O003374,U01627,2024-03-13,delivered,2024-03-18
O003375,U00206,2025-07-03,delivered,2025-07-06
O003376,U01599,2024-04-18,delivered,2024-04-22
O003377,U01034,2024-03-11,delivered,2024-03-15
O003378,U01766,2025-02-20,delivered,2025-02-25
O003379,U00480,2024-01-01,delivered,2024-01-06
O003380,U03976,2023-07-21,delivered,2023-07-23
O003381,U03585,2025-06-27,delivered,2025-06-29
O003382,U02052,2024-02-13,returned,2024-02-16
O003383,U03591,2025-05-30,delivered,2025-06-06
O003384,U02542,2024-11-22,returned,2024-11-27
O003385,U04477,2025-02-14,delivered,2025-02-16
O003386,U01747,2024-06-03,delivered,2024-06-09
O003387,U00625,2025-03-24,delivered,2025-03-27
O003388,U03646,2024-04-04,delivered,2024-04-11
O003389,U02893,2023-10-02,delivered,2023-10-09
O003390,U02819,2025-05-20,delivered,2025-05-23
O003391,U02108,2023-05-17,delivered,2023-05-21
O003392,U02438,2025-07-06,delivered,2025-07-13
O003393,U01393,2025-02-03,delivered,2025-02-08
O003394,U04810,2024-11-04,delivered,2024-11-11
O003395,U00062,2025-03-26,delivered,2025-03-31
O003396,U00882,2023-07-12,delivered,2023-07-16
O003397,U03934,2024-05-27,delivered,2024-05-29
O003398,U04519,2025-04-25,delivered,2025-04-30
O003399,U01596,2025-02-08,delivered,2025-02-10
O003400,U01939,2025-05-24,delivered,2025-05-27
O003401,U04339,2025-06-18,delivered,2025-06-25
O003402,U00295,2024-07-19,delivered,2024-07-24
O003403,U04013,2024-09-13,delivered,2024-09-15
O003404,U02167,2025-02-06,delivered,2025-02-12
O003405,U02742,2025-04-16,returned,2025-04-19
O003406,U04561,2024-07-16,delivered,2024-07-23
O003407,U00222,2025-06-30,delivered,2025-07-02
O003408,U01399,2025-06-11,delivered,2025-06-18
O003409,U01071,2025-06-17,delivered,2025-06-23
O003410,U03195,2025-06-17,delivered,2025-06-21
O003411,U03649,2024-05-28,canceled,2024-05-31
O003412,U02165,2025-04-15,delivered,2025-04-20
O003413,U04669,2025-05-31,delivered,2025-06-07
O003414,U00916,2025-03-20,canceled,2025-03-26
O003415,U03577,2024-05-05,delivered,2024-05-10
O003416,U01625,2025-05-17,delivered,2025-05-22
O003417,U01082,2024-09-23,delivered,2024-09-30
O003418,U01631,2023-03-13,canceled,2023-03-15
O003419,U02192,2024-11-12,delivered,2024-11-14
O003420,U02568,2025-01-17,delivered,2025-01-21
O003421,U03494,2025-06-06,delivered,2025-06-10
O003422,U03254,2024-08-28,delivered,2024-09-02
O003423,U04086,2024-07-26,delivered,2024-07-30
O003424,U04998,2023-10-04,delivered,2023-10-11
O003425,U03190,2025-03-16,delivered,2025-03-22
O003426,U04485,2025-05-27,delivered,2025-05-30
O003427,U03622,2025-06-10,delivered,2025-06-15
O003428,U02768,2025-05-31,delivered,2025-06-05
O003429,U00994,2024-08-15,delivered,2024-08-19
O003430,U03915,2025-07-05,delivered,2025-07-10
O003431,U00672,2025-01-04,delivered,2025-01-09
O003432,U02152,2025-03-17,delivered,2025-03-22
O003433,U03694,2025-01-29,delivered,2025-01-31
O003434,U03529,2025-02-21,returned,2025-02-28
O003435,U01728,2024-08-18,delivered,2024-08-20
O003436,U01661,2025-05-29,delivered,2025-06-01
O003437,U04330,2025-04-26,delivered,2025-04-30
O003438,U03261,2025-05-24,delivered,2025-05-27
O003439,U02102,2024-05-16,delivered,2024-05-22
O003440,U01762,2024-11-16,returned,2024-11-22
O003441,U02657,2023-12-13,delivered,2023-12-18
O003442,U01739,2024-08-13,delivered,2024-08-18
O003443,U01843,2024-12-10,delivered,2024-12-14
O003444,U00952,2025-04-16,delivered,2025-04-18
O003445,U04374,2024-10-31,delivered,2024-11-07
O003446,U03907,2024-04-05,returned,2024-04-10
O003447,U02890,2023-07-01,delivered,2023-07-06
O003448,U02757,2024-12-06,delivered,2024-12-09
O003449,U02927,2024-07-08,delivered,2024-07-13
O003450,U04619,2024-03-20,delivered,2024-03-25
O003451,U04352,2025-06-26,delivered,2025-07-03
O003452,U03471,2024-04-08,delivered,2024-04-10
O003453,U02425,2024-06-26,delivered,2024-06-29
O003454,U00379,2025-02-12,delivered,2025-02-15
O003455,U01344,2025-03-30,delivered,2025-04-01
O003456,U00917,2025-02-02,delivered,2025-02-05
O003457,U04059,2025-02-06,canceled,2025-02-09
O003458,U00170,2024-10-30,delivered,2024-11-06
O003459,U00294,2024-01-04,delivered,2024-01-09
O003460,U00454,2024-08-02,delivered,2024-08-08
O003461,U01524,2024-11-04,delivered,2024-11-10
O003462,U00857,2023-03-20,delivered,2023-03-24
O003463,U03199,2025-06-13,delivered,2025-06-17
O003464,U00073,2024-10-28,delivered,2024-10-30
O003465,U00095,2024-10-24,delivered,2024-10-29
O003466,U01825,2025-04-22,delivered,2025-04-26
O003467,U01387,2024-12-02,delivered,2024-12-07
O003468,U03555,2025-03-04,delivered,2025-03-11
O003469,U00229,2024-01-30,delivered,2024-02-03
O003470,U00736,2025-07-06,canceled,2025-07-08
O003471,U02337,2024-02-06,delivered,2024-02-09
O003472,U01621,2024-08-14,delivered,2024-08-20
O003473,U04054,2024-03-27,delivered,2024-03-29
O003474,U00643,2023-08-03,delivered,2023-08-06
O003475,U00728,2024-10-23,delivered,2024-10-27
O003476,U01423,2024-10-18,delivered,2024-10-24
O003477,U01972,2025-01-09,canceled,2025-01-14
O003478,U01910,2025-05-08,delivered,2025-05-15
O003479,U00283,2025-06-05,delivered,2025-06-10
O003480,U04335,2025-06-13,delivered,2025-06-15
O003481,U01161,2025-04-26,delivered,2025-04-28
O003482,U01121,2024-06-17,delivered,2024-06-22
O003483,U01610,2023-12-29,canceled,2024-01-03
O003484,U00122,2025-06-08,delivered,2025-06-15
O003485,U03082,2024-08-14,delivered,2024-08-17
O003486,U00344,2023-09-28,delivered,2023-10-04
O003487,U02406,2025-01-20,delivered,2025-01-23
O003488,U01921,2024-11-16,delivered,2024-11-19
O003489,U03421,2025-01-31,delivered,2025-02-03
O003490,U02360,2023-11-06,delivered,2023-11-08
O003491,U00440,2025-03-17,delivered,2025-03-19
O003492,U01006,2023-06-06,returned,2023-06-10
O003493,U01369,2024-11-04,canceled,2024-11-11
O003494,U03583,2024-06-27,delivered,2024-07-03
O003495,U04652,2025-07-07,delivered,2025-07-09
O003496,U04080,2024-11-15,canceled,2024-11-18
O003497,U02226,2025-04-26,delivered,2025-04-28
O003498,U04130,2025-05-29,delivered,2025-06-05
O003499,U03172,2025-04-14,delivered,2025-04-17
O003500,U00655,2025-06-06,delivered,2025-06-13
O003501,U02325,2024-09-21,delivered,2024-09-25
O003502,U02682,2023-07-19,delivered,2023-07-23
O003503,U03131,2024-08-25,canceled,2024-08-31
O003504,U04853,2025-05-19,delivered,2025-05-21
O003505,U02499,2025-07-07,canceled,2025-07-09
O003506,U00414,2024-03-05,delivered,2024-03-11
O003507,U04702,2025-06-18,delivered,2025-06-25
O003508,U01188,2024-07-20,delivered,2024-07-26
O003509,U01446,2024-08-06,delivered,2024-08-08
O003510,U02355,2024-11-30,delivered,2024-12-06
O003511,U00312,2025-02-28,delivered,2025-03-07
O003512,U02687,2025-05-11,delivered,2025-05-15
O003513,U00962,2025-06-21,canceled,2025-06-24
O003514,U00967,2024-03-26,canceled,2024-04-02
O003515,U01833,2025-06-10,delivered,2025-06-14
O003516,U04472,2024-10-24,delivered,2024-10-30
O003517,U03274,2024-02-28,delivered,2024-03-05
O003518,U01671,2023-07-16,delivered,2023-07-19
O003519,U04960,2025-04-21,delivered,2025-04-25
O003520,U04646,2025-05-29,delivered,2025-06-03
O003521,U01145,2024-03-12,delivered,2024-03-14
O003522,U00979,2024-03-07,delivered,2024-03-11
O003523,U01696,2025-07-06,canceled,2025-07-09
O003524,U02397,2025-01-11,delivered,2025-01-17
O003525,U03404,2025-04-26,delivered,2025-04-28
O003526,U03715,2025-01-25,delivered,2025-01-29
O003527,U01847,2024-07-14,returned,2024-07-20
O003528,U03802,2023-11-02,delivered,2023-11-07
O003529,U01737,2023-09-01,delivered,2023-09-07
O003530,U00028,2024-12-17,delivered,2024-12-24
O003531,U04253,2025-07-01,delivered,2025-07-07
O003532,U03895,2025-02-06,delivered,2025-02-12
O003533,U00312,2025-05-15,delivered,2025-05-21
O003534,U04451,2024-02-19,delivered,2024-02-21
O003535,U03089,2025-06-08,canceled,2025-06-10
O003536,U03043,2023-02-09,returned,2023-02-11
O003537,U02220,2025-03-11,delivered,2025-03-18
O003538,U04675,2025-06-24,delivered,2025-06-29
O003539,U01638,2025-05-20,delivered,2025-05-24
O003540,U04012,2024-09-23,delivered,2024-09-28
O003541,U00740,2023-08-24,delivered,2023-08-26
O003542,U01792,2025-05-21,delivered,2025-05-23
O003543,U00958,2025-04-02,delivered,2025-04-09
O003544,U03033,2025-04-03,delivered,2025-04-10
O003545,U01275,2025-05-28,canceled,2025-06-02
O003546,U02236,2025-01-06,delivered,2025-01-12
O003547,U02395,2024-04-24,delivered,2024-04-26
O003548,U02695,2025-03-18,delivered,2025-03-23
O003549,U03438,2022-10-30,delivered,2022-11-04
O003550,U00045,2025-07-05,delivered,2025-07-08
O003551,U03186,2024-10-11,delivered,2024-10-16
O003552,U03105,2025-05-10,delivered,2025-05-12
O003553,U03828,2025-01-29,delivered,2025-02-02
O003554,U02804,2024-08-16,delivered,2024-08-18
O003555,U01323,2025-05-13,delivered,2025-05-17
O003556,U02019,2024-12-11,delivered,2024-12-18
O003557,U02792,2022-12-18,delivered,2022-12-25
O003558,U03993,2025-05-18,delivered,2025-05-25
O003559,U01371,2025-07-04,delivered,2025-07-10
O003560,U02164,2025-05-21,delivered,2025-05-28
O003561,U01884,2024-02-05,delivered,2024-02-11
O003562,U01303,2025-06-18,delivered,2025-06-25
O003563,U01625,2025-06-30,delivered,2025-07-04
O003564,U03005,2025-07-08,delivered,2025-07-12
O003565,U02334,2023-02-28,delivered,2023-03-03
O003566,U00965,2024-04-09,delivered,2024-04-13
O003567,U04646,2025-01-10,canceled,2025-01-16
O003568,U02265,2024-06-28,delivered,2024-07-01
O003569,U04343,2025-06-02,delivered,2025-06-05
O003570,U01665,2025-02-19,delivered,2025-02-26
O003571,U00339,2024-03-13,delivered,2024-03-16
O003572,U04006,2024-12-22,delivered,2024-12-24
O003573,U01949,2025-01-30,delivered,2025-02-01
O003574,U00895,2025-02-26,delivered,2025-03-04
O003575,U04702,2025-02-26,delivered,2025-03-04
O003576,U03296,2025-03-21,delivered,2025-03-24
O003577,U02337,2025-03-14,delivered,2025-03-16
O003578,U01325,2025-03-11,delivered,2025-03-13
O003579,U01249,2025-03-18,delivered,2025-03-22
O003580,U03096,2025-06-19,delivered,2025-06-24
O003581,U04235,2025-01-06,delivered,2025-01-13
O003582,U00308,2025-04-04,delivered,2025-04-08
O003583,U04449,2023-11-08,delivered,2023-11-14
O003584,U03605,2025-03-09,delivered,2025-03-14
O003585,U01022,2024-04-11,delivered,2024-04-15
O003586,U01590,2024-10-01,delivered,2024-10-07
O003587,U01200,2024-04-12,delivered,2024-04-19
O003588,U04107,2025-07-08,delivered,2025-07-12
O003589,U01895,2023-12-15,canceled,2023-12-19
O003590,U01353,2025-03-03,delivered,2025-03-10
O003591,U01353,2025-02-18,delivered,2025-02-22
O003592,U02906,2025-02-25,delivered,2025-03-03
O003593,U04875,2024-09-15,delivered,2024-09-21
O003594,U01296,2023-07-28,returned,2023-08-01
O003595,U02185,2024-07-30,delivered,2024-08-02
O003596,U01783,2023-09-24,delivered,2023-09-28
O003597,U02256,2025-06-21,delivered,2025-06-25
O003598,U03754,2024-10-18,delivered,2024-10-24
O003599,U04773,2025-02-28,delivered,2025-03-02
O003600,U04610,2023-09-28,delivered,2023-10-01
O003601,U03625,2024-04-03,delivered,2024-04-06
O003602,U01246,2024-05-20,delivered,2024-05-24
O003603,U03592,2023-12-13,delivered,2023-12-19
O003604,U04812,2024-09-07,delivered,2024-09-13
O003605,U04413,2024-02-22,delivered,2024-02-28
O003606,U02616,2023-12-17,delivered,2023-12-23
O003607,U01495,2025-03-30,delivered,2025-04-03
O003608,U03898,2024-10-27,delivered,2024-11-01
O003609,U02634,2024-07-14,delivered,2024-07-18
O003610,U00048,2023-08-12,delivered,2023-08-19
O003611,U01694,2024-11-04,delivered,2024-11-09
O003612,U01767,2025-02-06,delivered,2025-02-08
O003613,U00667,2025-06-04,delivered,2025-06-06
O003614,U04355,2023-06-30,delivered,2023-07-06
O003615,U00495,2024-05-18,canceled,2024-05-23
O003616,U03026,2023-09-28,delivered,2023-10-05
O003617,U04044,2023-09-07,delivered,2023-09-11
O003618,U00908,2025-04-13,delivered,2025-04-20
O003619,U00653,2025-06-23,delivered,2025-06-26
O003620,U00224,2023-11-19,delivered,2023-11-21
O003621,U04319,2024-01-18,delivered,2024-01-20
O003622,U02880,2025-03-07,delivered,2025-03-11
O003623,U02278,2024-02-22,delivered,2024-02-28
O003624,U04347,2024-12-14,canceled,2024-12-19
O003625,U03905,2025-03-29,delivered,2025-04-03
O003626,U02956,2024-12-02,returned,2024-12-05
O003627,U03400,2024-12-21,delivered,2024-12-24
O003628,U02386,2024-11-29,delivered,2024-12-02
O003629,U00561,2025-06-25,delivered,2025-06-28
O003630,U04464,2025-02-25,delivered,2025-02-28
O003631,U00795,2023-01-27,delivered,2023-02-03
O003632,U03250,2022-09-09,canceled,2022-09-16
O003633,U00547,2025-04-27,delivered,2025-04-29
O003634,U01236,2025-06-04,delivered,2025-06-08
O003635,U04474,2024-11-22,returned,2024-11-25
O003636,U03570,2024-08-17,delivered,2024-08-23
O003637,U02312,2024-10-23,delivered,2024-10-29
O003638,U01595,2025-04-09,delivered,2025-04-12
O003639,U02636,2025-05-18,delivered,2025-05-22
O003640,U04840,2025-05-26,delivered,2025-05-31
O003641,U01017,2025-02-18,returned,2025-02-20
O003642,U01817,2024-01-19,canceled,2024-01-21
O003643,U00227,2025-06-24,delivered,2025-06-30
O003644,U00344,2023-12-20,delivered,2023-12-25
O003645,U01274,2024-11-02,delivered,2024-11-09
O003646,U02378,2023-07-05,delivered,2023-07-07
O003647,U02971,2025-06-14,delivered,2025-06-21
O003648,U04014,2025-06-05,canceled,2025-06-11
O003649,U04143,2025-01-30,delivered,2025-02-01
O003650,U02230,2025-01-20,canceled,2025-01-26
O003651,U03547,2025-07-08,delivered,2025-07-12
O003652,U04236,2024-11-29,delivered,2024-12-01
O003653,U01674,2025-06-12,returned,2025-06-15
O003654,U03388,2025-02-01,delivered,2025-02-07
O003655,U04338,2023-06-26,canceled,2023-06-29
O003656,U01898,2024-09-01,delivered,2024-09-05
O003657,U04675,2024-06-26,delivered,2024-06-29
O003658,U01100,2023-04-15,delivered,2023-04-20
O003659,U03783,2025-01-17,delivered,2025-01-21
O003660,U00831,2025-03-09,delivered,2025-03-13
O003661,U03645,2023-12-07,delivered,2023-12-14
O003662,U01054,2023-04-23,delivered,2023-04-25
O003663,U04816,2024-02-10,delivered,2024-02-17
O003664,U00893,2025-05-12,delivered,2025-05-18
O003665,U04317,2024-07-09,delivered,2024-07-12
O003666,U03978,2025-01-16,delivered,2025-01-22
O003667,U00914,2025-05-29,delivered,2025-06-01
O003668,U03831,2024-01-28,delivered,2024-01-31
O003669,U01591,2024-04-13,delivered,2024-04-18
O003670,U03209,2023-11-30,delivered,2023-12-04
O003671,U04649,2023-01-08,delivered,2023-01-13
O003672,U01020,2025-06-26,delivered,2025-06-30
O003673,U02612,2024-03-05,delivered,2024-03-10
O003674,U03003,2024-07-11,canceled,2024-07-17
O003675,U02431,2024-03-26,delivered,2024-04-02
O003676,U02032,2025-02-07,delivered,2025-02-09
O003677,U03597,2023-03-18,delivered,2023-03-22
O003678,U04864,2025-05-09,delivered,2025-05-14
O003679,U00974,2025-03-27,canceled,2025-03-30
O003680,U01427,2024-09-18,delivered,2024-09-22
O003681,U00880,2025-05-21,delivered,2025-05-27
O003682,U03878,2025-04-27,delivered,2025-05-02
O003683,U01223,2025-07-08,delivered,2025-07-13
O003684,U03839,2023-11-13,returned,2023-11-20
O003685,U02740,2025-04-25,delivered,2025-04-30
O003686,U03813,2025-04-13,delivered,2025-04-18
O003687,U04522,2024-11-04,delivered,2024-11-09
O003688,U01477,2024-04-23,delivered,2024-04-27
O003689,U04436,2024-03-11,delivered,2024-03-16
O003690,U00048,2023-12-04,delivered,2023-12-06
O003691,U04704,2025-06-29,delivered,2025-07-02
O003692,U04037,2025-05-16,delivered,2025-05-18
O003693,U02096,2023-06-17,delivered,2023-06-24
O003694,U04491,2023-08-22,delivered,2023-08-26
O003695,U03273,2025-04-19,delivered,2025-04-23
O003696,U01051,2025-03-27,delivered,2025-04-02
O003697,U00697,2025-05-03,delivered,2025-05-07
O003698,U00927,2024-09-21,delivered,2024-09-24
O003699,U00896,2025-05-27,delivered,2025-05-31
O003700,U02910,2025-01-12,delivered,2025-01-19
O003701,U04553,2025-03-09,delivered,2025-03-16
O003702,U00617,2025-05-12,delivered,2025-05-16
O003703,U00786,2024-12-05,delivered,2024-12-11
O003704,U02185,2023-12-09,delivered,2023-12-16
O003705,U01727,2025-05-27,canceled,2025-06-01
O003706,U02474,2024-07-19,delivered,2024-07-25
O003707,U02030,2024-10-22,delivered,2024-10-25
O003708,U02049,2025-06-19,delivered,2025-06-23
O003709,U02489,2025-04-08,delivered,2025-04-15
O003710,U04161,2023-06-02,delivered,2023-06-04
O003711,U00639,2025-06-20,delivered,2025-06-26
O003712,U01885,2023-05-15,delivered,2023-05-17
O003713,U01894,2024-10-02,canceled,2024-10-08
O003714,U00696,2025-06-23,delivered,2025-06-26
O003715,U02873,2024-02-23,delivered,2024-03-01
O003716,U00469,2025-01-24,delivered,2025-01-28
O003717,U04928,2024-05-24,delivered,2024-05-27
O003718,U04096,2024-12-23,delivered,2024-12-25
O003719,U04869,2024-01-14,delivered,2024-01-18
O003720,U02343,2024-10-11,delivered,2024-10-15
O003721,U03956,2025-06-07,delivered,2025-06-14
O003722,U00418,2023-09-28,delivered,2023-10-02
O003723,U02926,2023-05-30,delivered,2023-06-01
O003724,U00106,2025-07-08,delivered,2025-07-15
O003725,U02007,2023-11-03,returned,2023-11-08
O003726,U04783,2023-01-25,delivered,2023-01-27
O003727,U03445,2023-01-20,delivered,2023-01-25
O003728,U02507,2025-06-22,delivered,2025-06-25
O003729,U01896,2024-08-15,delivered,2024-08-20
O003730,U02124,2025-02-23,delivered,2025-03-01
O003731,U00787,2024-11-17,delivered,2024-11-24
O003732,U00231,2023-01-19,delivered,2023-01-25
O003733,U00378,2023-11-26,delivered,2023-12-03
O003734,U03227,2025-04-07,delivered,2025-04-13
O003735,U04216,2024-08-18,delivered,2024-08-22
O003736,U04591,2025-07-06,delivered,2025-07-13
O003737,U03976,2024-05-04,delivered,2024-05-06
O003738,U02662,2025-07-05,delivered,2025-07-09
O003739,U03063,2023-11-13,delivered,2023-11-17
O003740,U00499,2024-02-25,delivered,2024-02-28
O003741,U02020,2024-05-16,delivered,2024-05-22
O003742,U00997,2025-03-25,delivered,2025-03-31
O003743,U02950,2024-09-08,delivered,2024-09-14
O003744,U00182,2024-11-18,delivered,2024-11-22
O003745,U02651,2025-06-22,canceled,2025-06-25
O003746,U00887,2025-02-23,delivered,2025-02-26
O003747,U03403,2024-12-22,delivered,2024-12-27
O003748,U04026,2024-11-24,delivered,2024-11-28
O003749,U01088,2025-03-13,delivered,2025-03-16
O003750,U04282,2025-06-25,delivered,2025-06-29
O003751,U00804,2025-04-10,canceled,2025-04-17
O003752,U03202,2025-07-07,canceled,2025-07-13
O003753,U01726,2025-06-02,delivered,2025-06-05
O003754,U02778,2025-03-06,canceled,2025-03-10
O003755,U01659,2024-08-15,delivered,2024-08-19
O003756,U02758,2023-09-14,canceled,2023-09-16
O003757,U00012,2023-04-23,delivered,2023-04-27
O003758,U02888,2025-07-06,delivered,2025-07-08
O003759,U00583,2024-12-04,delivered,2024-12-09
O003760,U04622,2024-03-17,delivered,2024-03-24
O003761,U01435,2024-09-28,delivered,2024-10-01
O003762,U02062,2025-01-30,delivered,2025-02-06
O003763,U04675,2023-12-27,delivered,2023-12-30
O003764,U04294,2025-07-02,delivered,2025-07-09
O003765,U03189,2024-12-18,delivered,2024-12-21
O003766,U03972,2025-01-14,delivered,2025-01-19
O003767,U04785,2025-05-18,delivered,2025-05-25
O003768,U03897,2025-03-26,delivered,2025-03-30
O003769,U04987,2024-04-26,delivered,2024-04-30
O003770,U03109,2025-03-27,delivered,2025-03-30
O003771,U02246,2024-04-22,delivered,2024-04-28
O003772,U04210,2025-06-16,delivered,2025-06-20
O003773,U02050,2025-03-20,delivered,2025-03-27
O003774,U01493,2024-02-12,delivered,2024-02-17
O003775,U03873,2024-11-02,delivered,2024-11-06
O003776,U00804,2025-06-04,delivered,2025-06-07
O003777,U00205,2024-11-10,delivered,2024-11-14
O003778,U02183,2025-07-05,delivered,2025-07-10
O003779,U00567,2025-06-22,delivered,2025-06-25
O003780,U04056,2024-12-18,delivered,2024-12-23
O003781,U00993,2025-06-28,delivered,2025-07-04
O003782,U04059,2025-04-23,delivered,2025-04-27
O003783,U03335,2025-07-08,delivered,2025-07-15
O003784,U04647,2024-10-03,delivered,2024-10-05
O003785,U04017,2024-09-13,returned,2024-09-19
O003786,U02889,2025-01-02,delivered,2025-01-09
O003787,U01540,2024-11-12,returned,2024-11-14
O003788,U00616,2024-12-26,delivered,2025-01-01
O003789,U03050,2023-08-04,delivered,2023-08-11
O003790,U00864,2025-02-09,delivered,2025-02-13
O003791,U02682,2023-04-17,delivered,2023-04-22
O003792,U04448,2025-01-21,delivered,2025-01-26
O003793,U02146,2025-06-04,canceled,2025-06-09
O003794,U02162,2024-06-18,canceled,2024-06-20
O003795,U02837,2025-07-03,delivered,2025-07-08
O003796,U00071,2024-01-24,delivered,2024-01-26
O003797,U00342,2024-07-23,delivered,2024-07-29
O003798,U02792,2022-09-08,delivered,2022-09-13
O003799,U02640,2025-07-05,canceled,2025-07-12
O003800,U00787,2025-02-26,delivered,2025-03-01
O003801,U04867,2025-05-31,canceled,2025-06-03
O003802,U01235,2025-04-17,delivered,2025-04-20
O003803,U03002,2025-05-01,delivered,2025-05-05
O003804,U00887,2025-03-12,delivered,2025-03-17
O003805,U00947,2025-03-07,delivered,2025-03-11
O003806,U03324,2025-05-10,delivered,2025-05-13
O003807,U04728,2025-06-26,canceled,2025-06-30
O003808,U04563,2023-09-17,delivered,2023-09-21
O003809,U02515,2024-12-31,delivered,2025-01-05
O003810,U04739,2025-01-03,delivered,2025-01-10
O003811,U02453,2025-05-11,delivered,2025-05-15
O003812,U00476,2025-03-03,delivered,2025-03-08
O003813,U03407,2025-04-29,delivered,2025-05-01
O003814,U01003,2025-04-11,delivered,2025-04-13
O003815,U00821,2024-10-24,delivered,2024-10-31
O003816,U02460,2024-08-06,delivered,2024-08-08
O003817,U02493,2024-07-12,delivered,2024-07-16
O003818,U03800,2024-01-08,delivered,2024-01-13
O003819,U01085,2023-10-08,canceled,2023-10-11
O003820,U00163,2025-04-28,delivered,2025-04-30
O003821,U01316,2024-10-11,delivered,2024-10-14
O003822,U04311,2025-07-08,delivered,2025-07-10
O003823,U02217,2023-02-01,delivered,2023-02-06
O003824,U03833,2024-11-12,delivered,2024-11-15
O003825,U00463,2025-03-17,canceled,2025-03-19
O003826,U03689,2025-07-04,delivered,2025-07-08
O003827,U02392,2025-02-05,delivered,2025-02-08
O003828,U01584,2024-11-30,delivered,2024-12-03
O003829,U03808,2025-02-01,delivered,2025-02-05
O003830,U01001,2023-12-13,delivered,2023-12-18
O003831,U04240,2025-05-27,canceled,2025-05-30
O003832,U03766,2024-12-11,canceled,2024-12-17
O003833,U04317,2023-03-04,delivered,2023-03-09
O003834,U00699,2024-01-13,returned,2024-01-19
O003835,U00389,2025-04-03,delivered,2025-04-09
O003836,U03535,2024-03-25,delivered,2024-03-28
O003837,U00121,2024-12-24,delivered,2024-12-31
O003838,U00229,2025-05-04,canceled,2025-05-09
O003839,U04964,2025-05-05,delivered,2025-05-07
O003840,U02245,2024-04-19,canceled,2024-04-22
O003841,U04334,2025-03-23,canceled,2025-03-29
O003842,U02646,2025-06-25,canceled,2025-07-02
O003843,U02240,2023-12-11,delivered,2023-12-17
O003844,U01644,2025-02-25,delivered,2025-03-02
O003845,U04960,2025-04-29,returned,2025-05-02
O003846,U03286,2025-06-08,delivered,2025-06-14
O003847,U02285,2024-12-27,delivered,2024-12-30
O003848,U04255,2023-09-03,delivered,2023-09-06
O003849,U04949,2022-10-23,delivered,2022-10-30
O003850,U00996,2023-02-25,delivered,2023-03-04
O003851,U03885,2025-05-14,delivered,2025-05-21
O003852,U03749,2025-07-04,delivered,2025-07-11
O003853,U04371,2024-12-01,canceled,2024-12-07
O003854,U00402,2024-07-05,delivered,2024-07-12
O003855,U04810,2025-04-16,delivered,2025-04-18
O003856,U00016,2024-07-09,delivered,2024-07-13
O003857,U01272,2025-06-29,returned,2025-07-04
O003858,U04985,2024-04-16,delivered,2024-04-22
O003859,U02328,2024-12-09,delivered,2024-12-16
O003860,U00197,2025-05-11,returned,2025-05-13
O003861,U01275,2025-04-23,canceled,2025-04-30
O003862,U01459,2024-11-30,returned,2024-12-04
O003863,U04512,2023-11-16,delivered,2023-11-20
O003864,U04947,2024-04-29,delivered,2024-05-02
O003865,U02613,2025-06-30,returned,2025-07-03
O003866,U03370,2025-06-03,delivered,2025-06-07
O003867,U04130,2025-05-22,delivered,2025-05-26
O003868,U04125,2024-10-01,delivered,2024-10-06
O003869,U01833,2025-06-22,delivered,2025-06-26
O003870,U03239,2024-09-27,delivered,2024-10-04
O003871,U00983,2025-04-08,delivered,2025-04-14
O003872,U03699,2023-07-10,canceled,2023-07-13
O003873,U02887,2025-01-31,delivered,2025-02-04
O003874,U01276,2025-02-03,delivered,2025-02-10
O003875,U01640,2023-12-08,delivered,2023-12-14
O003876,U04195,2023-12-22,delivered,2023-12-29
O003877,U02549,2023-04-15,canceled,2023-04-22
O003878,U02789,2024-12-28,returned,2024-12-30
O003879,U03628,2024-05-03,delivered,2024-05-09
O003880,U04765,2023-05-15,delivered,2023-05-21
O003881,U01885,2025-02-11,delivered,2025-02-17
O003882,U02988,2023-09-15,delivered,2023-09-19
